 1031.45
 1035.83
 1035.72
 1030.47
 1036.55
 1035.5
 1033.7
 1028.38
 1034.13
, 1030.65
, 1027.03
, 1030.13
, 1036.58
, 1033.13
, 1028.63
, 1032.35
, 1034.58
, 1035.63
, 1031.68
, 1035
, 1035.38
, 1038.1
, 1036.33
, 1031.45
, 1035.68
, 1029.95
, 1034.03
, 1039.97
, 1037.08
, 1032.88
, 1035.63
, 1033.3
, 1039.08
, 1030.05
, 1031.58
, 1034.83
, 1033.28
, 1038.3
, 1028.8
, 1043.33
, 1038.55
, 1036.58
, 1034.03
, 1033.65
, 1039.18
, 1035.63
, 1032.83
, 1034.15
, 1034.8
, 1032.08
, 1021.68
, 1030.93
, 1030.95
, 1031.93
, 1035.25
, 1037.47
, 1034.1
, 1032.68
, 1029.25
, 1028.03
, 1037.95
, 1041.18
, 1036.65
, 1030.93
, 1033.68
, 1033.5
, 1036.68
, 1037.18
, 1041.43
, 1032.05
, 1032.3
, 1036.45
, 1031.5
, 1034.97
, 1036.55
, 1034.38
, 1038.4
, 1033.72
, 1033.5
, 1032.47
, 1032.08
, 1041.58
, 1038.88
, 1034.33
, 1034.72
, 1030.88
, 1042.1
, 1036.75
, 1033.38
, 1032.3
, 1033.85
, 1039.78
, 1037.93
, 1041.5
, 1038.13
, 1032.75
, 1030.18
, 1042.05
, 1033.18
0, 1038.58
