 530
 542.4
 584.3
 534.1
 545.6
 568.1
 537.6
 553.4
 604.1
, 646.6
, 650.9
, 721.4
, 731.5
, 699.2
, 709.7
, 830.3
, 850.4
, 855.6
, 957.3
, 915.7
, 1019.4
, 1186.7
, 1178.3
, 1172.2
, 1232.3
, 1378.1
, 1374.4
, 1454.9
, 1570.4
, 1637.8
, 1586.8
, 1803.7
, 1871.5
, 2021.5
, 1968.8
, 2042.7
, 2156.5
, 2158.4
, 2261.6
, 2325.3
, 2346.8
, 2529.1
, 2565.5
, 2553.9
, 2608.8
, 2646.8
, 2740.3
, 2749.3
, 2580.1
, 2642
, 2577.9
, 2589.9
, 2615.5
, 2539.7
, 2444.4
, 2426.9
, 2283.1
, 2264.3
, 2160.6
, 2184.5
, 2035.2
, 1925.2
, 1804.3
, 1753.2
, 1737
, 1616.9
, 1613.7
, 1502.3
, 1365.1
, 1427.2
, 1396.1
, 1165.2
, 1238.2
, 1088.3
, 1132
, 1120.8
, 1007
, 998.7
, 891.7
, 879.4
, 879.3
, 869.5
, 864.9
, 805.8
, 788.1
, 671.1
, 712.7
, 699.4
, 683.8
, 690.2
, 670.8
, 629.7
, 635.6
, 617.1
, 568.9
, 588.4
, 556.4
, 563.6
, 514
0, 554.7
1, 521.5
2, 512.1
3, 517.6
4, 515.7
5, 526.2
6, 514.1
7, 531.1
8, 527.9
